"Complete_Date","Month","Year","State","City","CHighSchoolLevel","CPovertyLevel","CHouseholdIncome","CShareWhite","CShareBlack","CShareNativeAmerican","CShareAsian","CShareHispanic","Age","Age_Group","Weapon","Weapon_Category","Race","MentalIllness","Gender","NumberOfShootings"
"2015-04-08","April","2015","TEXAS","SAN ANTONIO","81.4","19.8","46744","72.6","6.9","0.9","2.4","63.2","60","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-04-08","April","2015","TEXAS","SAN ANTONIO","81.4","19.8","46744","72.6","6.9","0.9","2.4","63.2","60","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2015-04-09","April","2015","FLORIDA","NAVARRE","93.8","9.6","67023","83.2","6.5","0.5","3.3","7","22","ADULTS","SWORD","MELEE","WHITE","FALSE","MALE","1"
"2015-04-09","April","2015","FLORIDA","NAVARRE","93.8","9.6","67023","83.2","6.5","0.5","3.3","7","22","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2015-04-09","April","2015","INDIANA","MONON","74.5","31.1","35542","77.2","0.6","0.4","0.2","28.4","29","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2015-04-09","April","2015","INDIANA","MONON","74.5","31.1","35542","77.2","0.6","0.4","0.2","28.4","29","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2015-04-09","April","2015","OKLAHOMA","KELLYVILLE","79.6","25.3","36375","79.5","0.2","12.8","0.3","2.9","54","ADULTS","VEHICLE","VEHICLE","UNKNOWN","FALSE","MALE","1"
"2015-04-09","April","2015","PENNSYLVANIA","GETTYSBURG","83","25","36000","84.5","5.8","0.3","1.9","10.9","31","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2015-04-09","April","2015","PENNSYLVANIA","STRABAN TOWNSHIP","0","0","0","0","0","0","0","0","31","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-09","April","2015","SOUTH CAROLINA","BOILING SPRINGS","90.6","6.8","64821","81.9","10.4","0.3","3.7","4.3","28","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","2"
"2015-04-10","April","2015","CALIFORNIA","CORNING","75.3","29.6","31667","71.9","0.6","2.6","1.1","42.7","21","ADULTS","KNIFE","MELEE","HISPANIC","FALSE","MALE","1"
"2015-04-10","April","2015","CALIFORNIA","CORNING","75.3","29.6","31667","71.9","0.6","2.6","1.1","42.7","21","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2015-04-10","April","2015","KANSAS","TOPEKA","88.6","19.2","42250","76.2","11.3","1.4","1.3","13.4","38","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-04-10","April","2015","KANSAS","TOPEKA","88.6","19.2","42250","76.2","11.3","1.4","1.3","13.4","38","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2015-04-11","April","2015","OKLAHOMA","SAND SPRINGS","88.4","10.6","51067","81.8","2.4","8.8","0.6","3.4","66","ELDERLY","GUN","RANGED","WHITE","TRUE","MALE","2"
"2015-04-12","April","2015","ALABAMA","OPELIKA","83.7","23","40489","50.6","43.5","0.3","1.7","4.4","22","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2015-04-12","April","2015","INDIANA","INDIANAPOLIS","84.9","21.3","41987","62","27.3","0.3","2.1","9.4","36","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2015-04-12","April","2015","NORTH CAROLINA","SALEMBURG","80.9","16.8","36528","88.3","7.1","1.4","0.2","2.1","32","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-12","April","2015","OKLAHOMA","NEWALLA","0","0","0","0","0","0","0","0","83","ELDERLY","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2015-04-12","April","2015","OKLAHOMA","OKLAHOMA CITY","85","18.3","47779","62.7","15.1","3.5","4","17.2","83","ELDERLY","MACHETE","MELEE","WHITE","TRUE","MALE","1"
"2015-04-13","April","2015","ILLINOIS","ALTON","90.3","24.4","36250","68.5","26.6","0.2","0.5","1.9","27","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","2"
"2015-04-13","April","2015","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","24","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2015-04-14","April","2015","ARKANSAS","JONESBORO","89.1","23.7","41688","74.7","18.4","0.4","1.5","5.2","31","ADULTS","MACHETE","MELEE","WHITE","TRUE","MALE","1"
"2015-04-14","April","2015","TEXAS","DALLAS","74.5","24","43781","50.7","25","0.7","2.9","42.4","26","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2015-04-14","April","2015","TEXAS","DESOTO","90.5","11.3","59260","23.2","68.6","0.4","0.9","12.1","26","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2015-04-15","April","2015","CALIFORNIA","MONTCLAIR","70.1","16.9","49366","52.7","5.2","1.2","9.3","70.2","52","ADULTS","TOY WEAPON","HARMLESS","HISPANIC","TRUE","MALE","1"
"2015-04-15","April","2015","CALIFORNIA","POMONA","67.5","22.1","49186","48","7.3","1.2","8.5","70.5","52","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2015-04-15","April","2015","COLORADO","CAÃ±ON CITY","0","0","0","0","0","0","0","0","72","ELDERLY","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-15","April","2015","COLORADO","CAÌ±ON CITY","0","0","0","0","0","0","0","0","72","ELDERLY","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-15","April","2015","COLORADO","CA–ON CITY","0","0","0","0","0","0","0","0","72","ELDERLY","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-15","April","2015","FLORIDA","MIAMI","73.2","28.3","31051","72.6","19.2","0.3","1","70","22","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2015-04-15","April","2015","MISSOURI","COLUMBIA","93.8","24.4","44907","79","11.3","0.3","5.2","3.4","51","ADULTS","TOY WEAPON","HARMLESS","WHITE","FALSE","MALE","1"
"2015-04-15","April","2015","SOUTH CAROLINA","SPARTANBURG","82.3","27.2","35126","45.6","49.3","0.2","1.8","3.4","41","ADULTS","KNIFE","MELEE","BLACK","FALSE","MALE","1"
"2015-04-15","April","2015","SOUTH CAROLINA","SPARTANBURG","82.3","27.2","35126","45.6","49.3","0.2","1.8","3.4","41","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2015-04-15","April","2015","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","41","ADULTS","UNARMED","UNARMED","BLACK","FALSE","MALE","1"
"2015-04-15","April","2015","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","41","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2015-04-16","April","2015","CALIFORNIA","SHAFTER","57.9","21.7","40881","48","1.3","1.2","0.7","80.3","47","ADULTS","KNIFE","MELEE","HISPANIC","FALSE","MALE","1"
"2015-04-16","April","2015","MARYLAND","HAGERSTOWN","83","26.8","39251","75.8","15.5","0.3","1.3","5.6","31","ADULTS","UNKNOWN","UNKNOWN","BLACK","TRUE","MALE","1"
"2015-04-16","April","2015","MICHIGAN","GIBRALTAR","89","11.9","66477","94.7","2","0.4","0.7","2.9","39","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2015-04-17","April","2015","CALIFORNIA","HEMET","79.5","26","33989","67.7","6.4","1.6","3","35.8","29","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2015-04-17","April","2015","ILLINOIS","CHICAGO","82.3","22.3","48522","45","32.9","0.5","5.5","28.9","18","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","2"
"2015-04-17","April","2015","MISSOURI","JENNINGS","79.5","29.9","29393","8.5","89.8","0.1","0.2","0.6","23","ADULTS","KNIFE","MELEE","BLACK","TRUE","MALE","1"
"2015-04-18","April","2015","ARIZONA","PHOENIX","80.7","23.1","47326","65.9","6.5","2.2","3.2","40.8","43","ADULTS","GUN","RANGED","HISPANIC","TRUE","MALE","1"
"2015-04-18","April","2015","FLORIDA","PANAMA CITY","87.2","21.2","37190","71.6","22","0.5","1.6","5.1","45","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","2"
"2015-04-19","April","2015","KENTUCKY","WILMORE","91.2","28.8","38679","91","2.3","0.2","4.8","1.7","40","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-19","April","2015","NEBRASKA","SIDNEY","93.6","13.5","54242","92.3","0.2","0.8","2.3","7.4","44","ADULTS","KNIFE","MELEE","WHITE","FALSE","MALE","2"
"2015-04-19","April","2015","TEXAS","SAN ANTONIO","81.4","19.8","46744","72.6","6.9","0.9","2.4","63.2","33","ADULTS","UNKNOWN","UNKNOWN","BLACK","TRUE","MALE","1"
"2015-04-20","April","2015","TEXAS","MISSION","71.9","26","41818","88.6","0.7","0.3","1.5","85.4","25","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2015-04-20","April","2015","TEXAS","MISSION","71.9","26","41818","88.6","0.7","0.3","1.5","85.4","24","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2015-04-21","April","2015","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","35","ADULTS","KNIFE","MELEE","HISPANIC","TRUE","MALE","2"
"2015-04-21","April","2015","MISSISSIPPI","MERIDIAN","85.5","32.9","30355","35.7","61.6","0.3","0.9","1.7","40","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-21","April","2015","NEW JERSEY","TRENTON","71","28.3","34257","26.6","52","0.7","1.2","33.7","35","ADULTS","VEHICLE","VEHICLE","BLACK","FALSE","MALE","1"
"2015-04-21","April","2015","NEW JERSEY","UNION","86.4","10.5","66662","91","1.5","0.2","1.8","11","35","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2015-04-21","April","2015","SOUTH CAROLINA","IRMO","92.6","16.4","55168","64.6","29.9","0.4","1.6","3.3","59","ADULTS","KNIFE","MELEE","WHITE","TRUE","MALE","1"
"2015-04-21","April","2015","WASHINGTON","LAKEWOOD","88.1","20.7","44902","59.3","11.8","1.3","9","15.3","37","ADULTS","UNARMED","UNARMED","NATIVE","TRUE","MALE","1"
"2015-04-21","April","2015","WASHINGTON","LAKEWOOD","88.1","20.7","44902","59.3","11.8","1.3","9","15.3","37","ADULTS","UNKNOWN","UNKNOWN","NATIVE","FALSE","MALE","1"
"2015-04-22","April","2015","ARIZONA","BISBEE","87.3","29.1","31010","84.2","1.4","1.5","0.5","36.2","51","ADULTS","KNIFE","MELEE","HISPANIC","FALSE","MALE","1"
"2015-04-22","April","2015","COLORADO","ELDORADO SPRINGS","100","4.7","119115","92.5","0.3","0.9","1.9","4.1","39","ADULTS","GUN","RANGED","ASIAN","FALSE","MALE","1"
"2015-04-22","April","2015","NEW YORK","QUEENS","0","0","0","0","0","0","0","0","30","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-22","April","2015","TEXAS","FORT WORTH","80.8","18.8","53214","61.1","18.9","0.6","3.7","34.1","31","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2015-04-22","April","2015","TEXAS","FORT WORTH","80.8","18.8","53214","61.1","18.9","0.6","3.7","34.1","31","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2015-04-22","April","2015","VIRGINIA","PORTSMOUTH","83.6","18.2","45676","41.6","53.3","0.4","1.1","3.1","18","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2015-04-22","April","2015","VIRGINIA","PORTSMOUTH","83.6","18.2","45676","41.6","53.3","0.4","1.1","3.1","18","ADULTS","UNARMED","UNARMED","BLACK","FALSE","MALE","1"
"2015-04-23","April","2015","CALIFORNIA","LONG BEACH","79.4","20.6","52783","46.1","13.5","0.7","12.9","40.8","19","ADULTS","UNARMED","UNARMED","HISPANIC","FALSE","MALE","1"
"2015-04-23","April","2015","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","26","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-23","April","2015","CALIFORNIA","SEBASTOPOL","93.8","9.8","57560","88.2","1","0.8","1.6","12","46","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","FEMALE","1"
"2015-04-23","April","2015","CALIFORNIA","SYLMAR","0","0","0","0","0","0","0","0","26","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-23","April","2015","OKLAHOMA","RUFE","0","0","0","0","0","0","0","0","51","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-04-24","April","2015","CALIFORNIA","WINDSOR","86.8","4.1","85291","73.9","0.8","2.2","3","31.8","46","ADULTS","VEHICLE","VEHICLE","WHITE","FALSE","FEMALE","1"
"2015-04-24","April","2015","COLORADO","TRINIDAD","84.1","16.9","43819","81.5","0.9","2.6","0.9","50","20","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2015-04-24","April","2015","OKLAHOMA","MIAMI","84.6","24.5","34387","68.9","1.3","17.1","0.5","4.8","63","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","2"
"2015-04-24","April","2015","OREGON","EUGENE","93.5","24.4","43101","85.8","1.4","1","4","7.8","49","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-04-24","April","2015","OREGON","SALEM","86.9","18.2","47191","79","1.5","1.5","2.7","20.3","49","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-04-25","April","2015","FLORIDA","CLERMONT","92.3","14.1","51938","71.7","14.4","0.4","4.2","17.8","58","ADULTS","KNIFE","MELEE","WHITE","FALSE","MALE","1"
"2015-04-25","April","2015","FLORIDA","CLERMONT","92.3","14.1","51938","71.7","14.4","0.4","4.2","17.8","58","ADULTS","KNIFE","MELEE","WHITE","TRUE","MALE","1"
"2015-04-25","April","2015","NEW YORK","NEW YORK","80.3","20.6","53373","44","25.5","0.7","12.7","28.6","24","ADULTS","UNARMED","UNARMED","BLACK","TRUE","MALE","1"
"2015-04-25","April","2015","TEXAS","VICTORIA","81.3","18","48658","76.2","7.7","0.6","1.4","48.3","25","ADULTS","MACHETE","MELEE","WHITE","TRUE","MALE","1"
"2015-04-26","April","2015","CALIFORNIA","FOUNTAIN VALLEY","90.2","8.1","82367","56.5","0.9","0.4","33.3","13.1","45","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","2"
"2015-04-26","April","2015","CALIFORNIA","HANFORD","80.8","20.5","53986","62.5","4.9","1.3","4.3","47.1","76","ELDERLY","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2015-04-26","April","2015","CALIFORNIA","KINGS COUNTY","0","0","0","0","0","0","0","0","76","ELDERLY","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-04-26","April","2015","OKLAHOMA","BUNCH","0","0","0","0","0","0","0","0","29","ADULTS","UNARMED","UNARMED","WHITE","FALSE","MALE","1"
"2015-04-27","April","2015","MICHIGAN","DETROIT","78.3","40.3","25764","10.6","82.7","0.4","1.1","6.8","20","ADULTS","HAMMER","MELEE","BLACK","FALSE","MALE","1"
"2015-04-27","April","2015","MICHIGAN","DETROIT","78.3","40.3","25764","10.6","82.7","0.4","1.1","6.8","20","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2015-04-28","April","2015","ILLINOIS","MARION","90.3","18.2","42839","87.8","7.4","0.4","1.5","2.6","27","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-28","April","2015","ILLINOIS","MARION","90.3","18.2","42839","87.8","7.4","0.4","1.5","2.6","27","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2015-04-28","April","2015","LOUISIANA","NEW ORLEANS","85.2","27","36792","33","60.2","0.3","2.9","5.2","21","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2015-04-28","April","2015","OHIO","MANSFIELD","82.6","26.2","32148","73.3","22.1","0.2","0.7","1.9","58","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-04-29","April","2015","ARIZONA","MESA","87.5","16.5","48809","77.1","3.5","2.4","1.9","26.4","33","ADULTS","GUN","RANGED","HISPANIC","TRUE","MALE","1"
"2015-04-29","April","2015","CALIFORNIA","ELK GROVE","90.5","10.4","79487","46.1","11.2","0.6","26.3","18","27","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","2"
"2015-04-29","April","2015","GEORGIA","ATLANTA","89","24.6","47527","38.4","54","0.2","3.1","5.2","25","ADULTS","GUN","RANGED","BLACK","FALSE","FEMALE","1"
"2015-04-29","April","2015","OKLAHOMA","CHICKASHA","83.4","18.4","40811","80","7.1","4.8","0.5","6.5","26","ADULTS","KNIFE","MELEE","WHITE","FALSE","MALE","1"
"2015-04-29","April","2015","TENNESSEE","NASHVILLE","0","0","0","0","0","0","0","0","53","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-04-29","April","2015","TEXAS","EL PASO","78","20.9","42772","80.8","3.4","0.7","1.2","80.7","22","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2015-04-29","April","2015","VIRGINIA","EMPORIA","74.7","34.9","28601","32.7","62.5","0.3","0.7","4.4","53","ADULTS","GUN","RANGED","BLACK","TRUE","MALE","2"
"2015-04-30","April","2015","CALIFORNIA","SAN DIEGO","87.3","15.4","66116","58.9","6.7","0.6","15.9","28.8","42","ADULTS","KNIFE","MELEE","UNKNOWN","FALSE","MALE","1"
"2015-04-30","April","2015","CALIFORNIA","SAN DIEGO","87.3","15.4","66116","58.9","6.7","0.6","15.9","28.8","42","ADULTS","UNARMED","UNARMED","OTHER","TRUE","MALE","1"
"2015-04-30","April","2015","GEORGIA","ATLANTA","89","24.6","47527","38.4","54","0.2","3.1","5.2","25","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","FEMALE","1"
"2015-04-30","April","2015","TENNESSEE","NASHVILLE","0","0","0","0","0","0","0","0","53","ADULTS","UNKNOWN","UNKNOWN","WHITE","TRUE","MALE","1"
"2015-04-30","April","2015","TEXAS","EL PASO","78","20.9","42772","80.8","3.4","0.7","1.2","80.7","22","ADULTS","METAL OBJECT","MELEE","HISPANIC","FALSE","MALE","1"
"2015-05-02","May","2015","DELAWARE","SMYNRA","0","0","0","0","0","0","0","0","52","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-05-02","May","2015","DELAWARE","SMYRNA","89.9","7.6","54217","63.1","29.1","0.3","1.5","5.9","52","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-05-03","May","2015","KENTUCKY","CHAVIES","0","0","0","0","0","0","0","0","53","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-05-03","May","2015","MISSISSIPPI","GREENVILLE","78.7","36.8","29206","20.2","78","0.2","0.7","0.9","44","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2015-05-03","May","2015","NEW MEXICO","ALBUQUERQUE","89","19.2","47030","69.7","3.3","4.6","2.6","46.7","44","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2015-05-03","May","2015","TEXAS","GARLAND","76.3","17.2","51970","57.5","14.5","0.8","9.4","37.8","30","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2015-05-03","May","2015","TEXAS","GARLAND","76.3","17.2","51970","57.5","14.5","0.8","9.4","37.8","34","ADULTS","GUN","RANGED","OTHER","FALSE","MALE","1"
"2015-05-03","May","2015","TEXAS","GARLAND","76.3","17.2","51970","57.5","14.5","0.8","9.4","37.8","34","ADULTS","UNKNOWN","UNKNOWN","OTHER","FALSE","MALE","1"
"2015-05-03","May","2015","UTAH","ROOSEVELT","88.7","13.5","62351","82.3","0.3","8.2","0.5","9.2","36","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-05-04","May","2015","WASHINGTON","KENNEWICK","86.5","18.1","51661","78.5","1.7","0.8","2.4","24.2","36","ADULTS","TOY WEAPON","HARMLESS","WHITE","TRUE","MALE","1"
"2015-05-04","May","2015","WASHINGTON","KENNEWICK","86.5","18.1","51661","78.5","1.7","0.8","2.4","24.2","36","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2015-05-05","May","2015","CALIFORNIA","SOUTH EL MONTE","49.9","20.5","40938","50.4","0.5","1.2","11","84.9","32","ADULTS","KNIFE","MELEE","ASIAN","FALSE","MALE","1"
"2015-05-05","May","2015","CALIFORNIA","VENICE","0","0","0","0","0","0","0","0","29","ADULTS","UNARMED","UNARMED","BLACK","FALSE","MALE","1"
"2015-05-05","May","2015","CALIFORNIA","VENICE","0","0","0","0","0","0","0","0","29","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2015-05-05","May","2015","VIRGINIA","PULASKI","80.4","21.1","37485","89","7.8","0.3","0.6","1.9","46","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-05-05","May","2015","VIRGINIA","PULASKI","80.4","21.1","37485","89","7.8","0.3","0.6","1.9","46","ADULTS","UNKNOWN","UNKNOWN","WHITE","TRUE","MALE","1"
"2015-05-06","May","2015","FLORIDA","SARASOTA","88.3","19.5","43244","75.4","15.1","0.4","1.3","16.6","33","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2015-05-06","May","2015","NORTH CAROLINA","WAKE FOREST","95.2","7","80978","77.3","15.3","0.4","2.9","5.6","18","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-05-07","May","2015","CALIFORNIA","CERRITOS","91.7","4.8","90321","23.1","6.9","0.3","61.9","12","21","ADULTS","VEHICLE","VEHICLE","BLACK","FALSE","MALE","1"
"2015-05-07","May","2015","GEORGIA","LAWRENCEVILLE","81.3","24.4","41743","48","32","0.6","5.7","22.3","72","ELDERLY","KNIFE","MELEE","UNKNOWN","TRUE","MALE","1"
"2015-05-07","May","2015","NEW YORK","BEACON","89.3","11.6","65305","63.6","23.2","0.3","1.6","20.7","35","ADULTS","KNIFE","MELEE","WHITE","FALSE","FEMALE","1"
"2015-05-07","May","2015","NEW YORK","BEACON","89.3","11.6","65305","63.6","23.2","0.3","1.6","20.7","38","ADULTS","KNIFE","MELEE","WHITE","FALSE","MALE","1"
"2015-05-08","May","2015","ARIZONA","KEARNY","87.7","21.2","43563","83.2","0.5","0.8","0.4","41.6","35","ADULTS","SWORD","MELEE","WHITE","FALSE","MALE","1"
"2015-05-08","May","2015","LOUISIANA","HARVEY","77.2","20.7","39014","43.5","41.1","0.4","6.8","13.4","48","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2015-05-08","May","2015","MINNESOTA","FRIDLEY","90","13","54652","75.2","11.1","1.2","4.9","7.3","31","ADULTS","UNKNOWN","UNKNOWN","BLACK","TRUE","MALE","1"
"2015-05-08","May","2015","MINNESOTA","FRIDLEY","90","13","54652","75.2","11.1","1.2","4.9","7.3","31","ADULTS","VEHICLE","VEHICLE","BLACK","FALSE","MALE","1"
"2015-05-08","May","2015","NEW YORK","CONSTANTIA","88.2","3.2","54261","97.8","0.1","0.7","0.2","0.7","58","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","2"
"2015-05-09","May","2015","KANSAS","CARBONDALE","92.1","18.8","39934","95.8","0.3","1.2","0.2","2.9","66","ELDERLY","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2015-05-09","May","2015","NORTH CAROLINA","ENFIELD","64","44","21449","11.8","87.5","0.2","0.2","0.6","55","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2015-05-10","May","2015","MARYLAND","LANDOVER","79.8","15.6","49774","5.9","81.9","0.4","0.7","14.6","34","ADULTS","VEHICLE","VEHICLE","BLACK","FALSE","MALE","1"
"2015-05-10","May","2015","WASHINGTON","TACOMA","87.6","18","52042","64.9","11.2","1.8","8.2","11.3","47","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2015-05-10","May","2015","WASHINGTON","TACOMA","87.6","18","52042","64.9","11.2","1.8","8.2","11.3","47","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2015-05-11","May","2015","FLORIDA","ST. AUGUSTINE","88.9","22.2","42958","84.2","11.6","0.4","1.2","5.1","28","ADULTS","MACHETE","MELEE","WHITE","TRUE","MALE","1"
"2015-05-11","May","2015","FLORIDA","ST. AUGUSTINE","88.9","22.2","42958","84.2","11.6","0.4","1.2","5.1","28","ADULTS","UNKNOWN","UNKNOWN","WHITE","TRUE","MALE","1"
"2015-05-11","May","2015","TEXAS","FORT WORTH","80.8","18.8","53214","61.1","18.9","0.6","3.7","34.1","30","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2015-05-11","May","2015","TEXAS","FORT WORTH","80.8","18.8","53214","61.1","18.9","0.6","3.7","34.1","30","ADULTS","VEHICLE","VEHICLE","BLACK","FALSE","MALE","1"
"2015-05-12","May","2015","ARIZONA","MESA","87.5","16.5","48809","77.1","3.5","2.4","1.9","26.4","28","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2015-05-12","May","2015","CALIFORNIA","RANCHO SANTA MARGARITA","95.2","4","105328","78.2","1.9","0.4","9.1","18.6","40","ADULTS","UNKNOWN","UNKNOWN","WHITE","TRUE","MALE","1"
"2015-05-12","May","2015","FLORIDA","JACKSONVILLE","88.2","17.7","46764","59.4","30.7","0.4","4.3","7.7","28","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","2"
"2015-05-12","May","2015","HAWAII","HONOLULU","0","0","0","0","0","0","0","0","46","ADULTS","GUN","RANGED","OTHER","FALSE","MALE","1"
"2015-05-12","May","2015","LOUISIANA","SHREVEPORT","85.5","23.6","38583","41.2","54.7","0.4","1.3","2.5","36","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2015-05-12","May","2015","MARYLAND","SILVER SPRING","84.1","11.7","72887","45.7","27.8","0.6","7.9","26.3","40","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2015-05-14","May","2015","FLORIDA","ST AUGUSTINE","0","0","0","0","0","0","0","0","53","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2015-05-14","May","2015","FLORIDA","ST. AUGUSTINE","88.9","22.2","42958","84.2","11.6","0.4","1.2","5.1","53","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-05-14","May","2015","MICHIGAN","PORTAGE","95.8","11","54040","86.9","4.9","0.4","3.8","3.1","37","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-05-15","May","2015","CALIFORNIA","SACRAMENTO","83.4","22","50739","45","14.6","1.1","18.3","26.9","42","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2015-05-15","May","2015","CALIFORNIA","SACRAMENTO","83.4","22","50739","45","14.6","1.1","18.3","26.9","42","ADULTS","TOY WEAPON","HARMLESS","WHITE","TRUE","MALE","1"
"2015-05-15","May","2015","ILLINOIS","ROCKFORD","83.1","24.8","38716","65.1","20.5","0.4","2.9","15.8","41","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
